effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
"Dwarves Rule, Elves Drool",Dwarves get +0/+1 until end of turn. Elves get -1/-0 until end of turn.,,,DIFF,554,554,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Suck An Elf!,Trolls get +1/+2 and indestructible until end of turn.,,,DIFF,555,555,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Bath Time,"Until the end of your turn, copy any spell with water in the card art. You may choose new targets for the copy.",,,DIFF,556,556,duel,TRUE,custom,,Illusion,Turn,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Temporal Enhancement,Choose an expansion. All creatures from that expansion gain +2/+1 until end of turn.,,,DIFF,557,557,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Magic Missile The Darkness,Deal 1 damage to each creature with a shadow in the card art.,,,DIFF,558,558,duel,TRUE,"exemplar, custom",complexity,Evocation,Instant,common,,,,,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Dropped Out Of Art School,Name an artist. Exile all non-land cards with art from that artist.,,,DIFF,559,559,duel,TRUE,"lite, custom",,Abjuration,Instant,common,,,,x,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Tribe-napped,Choose a subtype. Gain control of all cards with that subtype until end of turn.,,,DIFF,560,560,duel,TRUE,custom,,Enchantment,Turn,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"Retired, Extremely Dangerous",MINIGAME,"Each player chooses a card they own in any zone. Whichever player chooses the oldest card puts all cards chosen this way into their hand. In case of a tie, flip a coin.<z-fc></z-fc>",,DIFF,561,561,duel,TRUE,minigame,,"Chronomancy, Divination",Minigame,common,,,,,,MG15,,Special,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
What's In A Name?,"The creature with the longest name gets +3/+3 until end of turn. In case of a tie, all creatures with the longest name get +3/+3 until end of turn.",,,DIFF,562,562,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Pumbah,Put a -1/-1 counter on all cards with an animal in their card art.,,,DIFF,563,563,duel,TRUE,custom,,Transmutation,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Croakin' Tokens,All token creatures lose their abilities and become 0/2 green Frog creatures until end of turn.,,,DIFF,564,564,duel,TRUE,custom,,Transmutation,Turn,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Who's Turn Is It Anyway?,Target opponent may untap any permanents they control and may draw a card.,,,DIFF,565,565,duel,TRUE,custom,,"Divination, Enchantment",Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
I AM The Illuminati,"Until the end of your turn, each instant and sorcery spell you cast has replicate. The replicate cost is equal to its mana cost. (When you cast it, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)",,,DIFF,566,566,duel,TRUE,custom,,"Evocation, Illusion",Turn,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
The Rockettes,MINIGAME,"Until the start of your next turn, each creature cast without kicker has ""Kicker <z-is>2</z-is>"" and ""If this creature was kicked, it enters with three +1/+1 counters on it."" Each spell cast has ""Kicker <z-is>3</z-is>"" and ""If this spell was kicked, copy it. You may choose new targets for the copy.""",,DIFF,567,567,duel,TRUE,minigame,,"Transmutation, Evocation",Minigame,uncommon,Reminder,,,,,MG16,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
"Mountains, Schmountains","Until the end of your turn, red spells cost <z-is>1</z-is> more to cast.",,,DIFF,568,568,duel,TRUE,custom,,"Evocation, Abjuration",Turn,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Forests, Schmorests","Until the end of your turn, green spells cost <z-is>1</z-is> more to cast.",,,DIFF,569,569,duel,TRUE,custom,,"Evocation, Abjuration",Turn,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Islands, Schmilands","Until the end of your turn, blue spells cost <z-is>1</z-is> more to cast.",,,DIFF,570,570,duel,TRUE,custom,,"Evocation, Abjuration",Turn,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Plains, Schmlains","Until the end of your turn, white spells cost <z-is>1</z-is> more to cast.",,,DIFF,571,571,duel,TRUE,custom,,"Evocation, Abjuration",Turn,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Swamps, uhhh, Schwamps?","Until the end of your turn, black spells cost <z-is>1</z-is> more to cast.",,,DIFF,572,572,duel,TRUE,custom,,"Evocation, Abjuration",Turn,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Counter-Counter,"Until the start of your next turn, spells cannot be countered.",,Spells cannot be countered.,DIFF,573,573,duel,TRUE,"exemplar, custom",complexity,"Evocation, Abjuration",Round,common,Reminder,,,,c,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Errata-Free Shivan,Create a Revised Shivan Is Best Shivan.,"Create a 5/5 red Revised Shivan Is Best Shivan dragon creature token with Flying and ""<z-is>r</z-is>: +1/+0""",,DIFF,574,574,duel,TRUE,custom,,Conjuration,Instant,common,Revised Shivan Is Best Shivan,,,,t,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Obligatory Eldritch-Themed Effect,"Each player may chant ""ia ia cthulu fhtagn"" three times. If they do, they may draw four cards and then discard two cards. If they do not, they must discard three cards.",,,DIFF,575,575,duel,TRUE,"exemplar, custom",main,"Divination, Abjuration",Instant,common,,,,,y,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Bock Bock Buh-gock,"You may loudly cluck like a chicken. If you do, create two Chickens.","You may loudly cluck like a chicken. If you do, create two 2/2 white Chicken creature tokens.",,DIFF,576,576,duel,TRUE,"exemplar, custom",main,Conjuration,Instant,common,2x Chicken,,,,y,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Extinction Level Event,Destroy all Dinosaurs.,,,DIFF,577,577,duel,TRUE,"exemplar, custom",badthings,Evocation,Instant,common,,,,,x,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Fair Winds And Following Seas,All Pirates and Merfolk get haste and +1/+0 until end of turn.,,,DIFF,578,578,duel,TRUE,"lite, custom",,Transmutation,Turn,common,,,,x,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Grist Mill,"You may discard a card from your hand. If you do, target player puts the top three cards of their library into their graveyard.",,,DIFF,579,579,duel,TRUE,custom,,Abjuration,Instant,common,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Swap Meet,"You and target opponent each reveal your hands. Choose a card from their hand. They choose a card from your hand. Put the card you chose into your hand, they put the card they chose into their hand.",,,DIFF,580,580,duel,TRUE,"exemplar, custom",main,Divination,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Chaotic Chaos,Roll <z-rb>1d3</z-rb> more times on the Chaos List.,,,DIFF,581,581,duel,TRUE,"exemplar, custom",main,Chronomancy,Instant,rare,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Chaos
Lortnoc Dnim,Randomly chosen player gains control of you this turn.,,,DIFF,582,582,duel,TRUE,custom,,Enchantment,Turn,rare,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Going Viral,Gain 100 life. Lose 100 life at end of turn.,,,DIFF,583,583,duel,TRUE,"exemplar, custom",main,Necromancy,Turn,uncommon,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
The Violence Inherent In The System,Choose up to three target creatures you control. Each fights target creature an opponent controls.,,,DIFF,584,584,duel,TRUE,custom,,Enchantment,Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Blood Maroon,All non-basic lands are Volcanic Islands until end of turn.,,,DIFF,585,585,duel,TRUE,"lite, exemplar, custom",complexity,Transmutation,Turn,common,,,,x,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Back to Nature,Target creature becomes a land. It gains the basic land types represented in the colours of mana in its casting cost.,,,DIFF,586,586,duel,TRUE,custom,,"Transmutation, Evocation",Instant,common,Alteration,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
Peek-a-Boo,Target player reveals the top three cards of their library.,,,DIFF,587,587,duel,TRUE,"lite, custom",,Divination,Instant,common,,,,x,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Future Sight,Reveal the top five cards of your library. Put them back on top of your library face up in any order.,,,DIFF,588,588,duel,TRUE,"lite, exemplar, custom",main,Divination,Instant,common,,,,x,y,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Whatcha Got There?,Target player reveals their hand.,,,DIFF,589,589,duel,TRUE,"lite, custom",,Divination,Instant,common,,,,x,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Gift Horse,Target player reveals the top card of their library. You may put it on top of another opponent's library.,,,DIFF,590,590,multi,TRUE,"lite, custom",,Divination,Instant,uncommon,,,,x,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Doublestrike Candle,"You may pay 1/2 your life, rounded up. If you do, take an extra turn. You may pay 1/2 your life, rounded up. If you do, take an additional extra turn.",,,DIFF,591,591,duel,TRUE,custom,,"Necromancy, Chronomancy",Instant,rare,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
High Value Bear,Create a Cy-bear.,"Create a green 2/2 Cy-bear creature token with trample, first strike, wither, vigilance, and lifelink.",,DIFF,592,592,duel,TRUE,"exemplar, custom",tokenizer,Conjuration,Instant,uncommon,Cy-bear,,,,t,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
GamesDoneQuick,SPECIAL EFFECT,"Until the start of your next turn, each player skips their Chaos Step, combat phase, and second main phase. Each first main phase is limited to 15 seconds.",,DIFF,593,593,duel,TRUE,custom,,Chronomancy,Round,uncommon,Reminder,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Ballet Practice,"Until the start of your next turn, all creatures lose trample.",,All creatures lose trample.,DIFF,594,594,duel,TRUE,custom,,Transmutation,Round,common,Reminder,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
WAAAAAGH!!,"Put a ""When this creature attacks, it gains +1/+1 for each other attacking creature until end of turn."" counter on target creature.","Put a ""When this creature attacks, it gains +1/+1 for each other attacking creature until end of turn."" counter on target creature.",,MATCH,595,595,duel,TRUE,custom,,Transmutation,Instant,uncommon,Alteration,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
When Our Powers Combine,"Put a ""This creature gains +1/+1 for each other creature on the battlefield that shares a subtype."" counter on target creature.","Put a ""This creature gains +1/+1 for each other creature on the battlefield that shares a subtype."" counter on target creature.",,MATCH,596,596,duel,TRUE,custom,,Transmutation,Instant,uncommon,Alteration,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
Mirrored Table,Target player flips their library upside down.,,,DIFF,597,597,duel,TRUE,"lite, exemplar, custom",complexity,"Transmutation, Divination",Instant,uncommon,,,,x,c,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,
Critically Unstable,Crank all Contraptions. Draw a card.,,,DIFF,598,598,duel,TRUE,custom,,Enchantment,Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Yoink,Randomly choose a permanent that target player controls and put it on top of another player's library.,,,DIFF,599,599,multi,TRUE,custom,,"Abjuration, Divination",Instant,common,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Grave Yoink,Randomly choose a card from target player's graveyard and put it on top of another player's libary.,,,DIFF,600,600,multi,TRUE,custom,,"Necromancy, Divination",Instant,common,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
Digital Yoink,Randomly choose a card from target player's hand and put it on top of another player's library.,,,DIFF,601,601,multi,TRUE,"exemplar, custom",main,"Abjuration, Divination",Instant,common,,,,,y,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
It's Goo Time,Each player creates a non-legendary token copy of each Ooze they control.,,,DIFF,602,602,duel,TRUE,custom,,Conjuration,Instant,common,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Pro-Am Tour,"Until the start of your next turn, the oldest player and the youngest player are on a team.",,The oldest player and the youngest player are on a team.,DIFF,603,603,multi,TRUE,"exemplar, custom",complexity,"Chronomancy, Enchantment",Round,uncommon,Reminder,,,,c,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Wisdom of the Ages,Each player's life total becomes their age in years.,,,DIFF,604,604,duel,TRUE,"exemplar, custom",complexity,Necromancy,Instant,uncommon,,,,,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Youthful Enthusiasm,Each player loses life equal to one third of their current age in years (rounded down).,,,DIFF,605,605,duel,TRUE,custom,,Necromancy,Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Lore Master,Each player who controls the most cards with watermarks gains life equal to the number of cards with watermarks they control.,,,DIFF,606,606,duel,TRUE,custom,,"Necromancy, Illusion",Instant,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,
Australia,All players rotate the cards they control on the battlefield so the text faces away from them.,,,DIFF,607,607,duel,TRUE,"exemplar, custom",main,Enchantment,Instant,common,,,,,y,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Land Screw,Reveal cards from the top of your library until you reveal a land. Put that card into play and put the revealed cards back on top of your library in a random order.,,,DIFF,608,608,duel,TRUE,custom,,Divination,Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Land Flood,"Reveal cards from the top of your library until you reveal three lands. Put the revealed non-land cards back on top of your library in a random order, then put the three lands on top of your library in any order.",,,DIFF,609,609,duel,TRUE,custom,,Divination,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Tourist,Gain control of a randomly selected land target opponent controls until end of turn.,,,DIFF,610,610,duel,TRUE,custom,,Enchantment,Turn,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Silence is Golden,"If you do not speak this turn, gain 3 life and draw a card at end of turn. This starts after you read this effect.",,,DIFF,611,611,duel,TRUE,"lite, exemplar, custom",main,"Enchantment, Necromancy, Divination",Turn,uncommon,,,,x,y,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
Partial Order,SPECIAL EFFECT,"Choose a value for one of the digits of the current roll, then reroll one of the remaining digits.",,DIFF,612,612,duel,TRUE,custom,,"Transmutation, Enchantment",Instant,uncommon,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Chaos
Icy Manipulation,Tap or untap target permanent with ice or snow in its card art.,,,DIFF,613,613,duel,TRUE,custom,,Enchantment,Instant,common,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Earth Bending,Tap or untap five different target lands.,,,DIFF,614,614,duel,TRUE,"lite, exemplar, custom",main,Enchantment,Instant,common,,,,x,y,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Reversi,Tap all untapped permanents and untap all tapped permanents.,,,DIFF,615,615,duel,TRUE,"lite, exemplar, custom",complexity,Enchantment,Instant,common,,,,x,c,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Cardio,"Each player may do jumping jacks for 15 seconds. If they do, they gain 2 life for each jumping jack they perform.",,,DIFF,616,616,duel,FALSE,custom,,Necromancy,Instant,uncommon,,,,,c,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Binary Bliss,You get a CPU emblem.,"You get a CPU emblem with ""Any time a 0 or 1 is rolled on any die, gain 1 life.""",,DIFF,617,617,duel,TRUE,custom,,Necromancy,Instant,uncommon,CPU,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
